Date,Adj_Close,Close,High,Low,Open,Volume,Daily_Return,MA30,MA200,Year,Month
1997-04-10,12.57103062,28.20000076,28.31800079,27.53100014,27.72800064,2249000,0.019191291216722917,10.961522737966668,,1997,4
1997-04-11,12.18587494,27.33600044,29.3010006,27.25600052,28.18000031,2028000,-0.030638353500407,11.035180632133335,,1997,4
1997-04-14,12.25274467,27.48600006,27.7670002,26.68499947,26.68499947,2262000,0.005487478767774112,11.112820879333333,,1997,4
1997-04-15,12.52288532,28.09199905,28.21899986,27.78700066,28.11100006,1560000,0.022047358145103724,11.188648159999998,,1997,4
1997-04-16,12.52288532,28.09199905,28.09199905,28.09199905,28.09199905,0,0.0,11.256882444666667,,1997,4
1997-04-17,12.33431911,27.66900063,28.23900032,26.84300041,27.72800064,2652000,-0.015057728724772956,11.315978113333333,,1997,4
1997-04-18,12.17651653,27.31500053,27.66200066,27.13999939,27.66200066,832000,-0.012793781204514243,11.364776388333334,,1997,4
1997-04-21,11.99686432,26.91200066,26.94099998,26.64599991,26.68499947,897000,-0.014753990565148922,11.410810692666667,,1997,4
1997-04-22,12.00087643,26.92099953,27.23600006,26.58699989,26.84300041,650000,0.0003344298887595354,11.44639883,,1997,4
1997-04-23,12.10608292,27.15699959,27.35400009,27.11800003,27.35400009,273000,0.00876656722645719,11.480010859,,1997,4
1997-04-24,12.24650192,27.47200012,27.5739994,27.03899956,27.09799957,728000,0.01159904495350994,11.509818744333332,,1997,4
1997-04-25,12.20281601,27.37400055,27.9829998,27.37400055,27.51099968,234000,-0.0035672153799818362,11.545763651333335,,1997,4
1997-04-28,12.15868378,27.27499962,27.78100014,27.17700005,27.78100014,169000,-0.0036165611252216845,11.597325738333334,,1997,4
1997-04-29,12.27280331,27.53100014,27.66900063,27.1609993,27.49200058,507000,0.009385845710348839,11.662394873333334,,1997,4
1997-04-30,12.5313549,28.11100006,28.28800011,27.66900063,27.86499977,455000,0.021067036069039702,11.729455153,,1997,4
1997-05-01,12.5313549,28.11100006,28.11100006,28.11100006,28.11100006,0,0.0,11.806738789666666,,1997,5
1997-05-02,12.91784763,28.97800064,29.04500008,28.7310009,28.37700081,416000,0.030842054437385746,11.891942437333334,,1997,5
1997-05-05,13.30746269,29.85199928,29.89100075,29.26199913,29.3010006,1157000,0.0301609889789356,11.987205982,,1997,5
1997-05-06,13.16703892,29.53700066,30.2840004,29.4090004,30.18600082,806000,-0.010552257276326804,12.060106054666669,,1997,5
1997-05-07,12.9766922,29.11000061,29.36000061,29.02599907,29.36000061,195000,-0.014456304196904357,12.104892221666667,,1997,5
1997-05-08,12.9766922,29.11000061,29.11000061,29.11000061,29.11000061,0,0.0,12.14588925,,1997,5
1997-05-09,12.97401524,29.10400009,29.45800018,28.92700005,29.31100082,403000,-0.00020628985867454652,12.186797046333334,,1997,5
1997-05-12,12.74622536,28.59300041,29.1439991,28.43600082,29.10400009,988000,-0.01755739266420031,12.220111846666667,,1997,5
1997-05-13,12.72883701,28.55400085,29.00600052,28.46500015,28.90800095,1235000,-0.0013641960273642617,12.273219171666666,,1997,5
1997-05-14,12.8340416,28.79000092,29.10300064,28.55400085,28.63199997,546000,0.008265059087279703,12.342656961666668,,1997,5
1997-05-15,12.38692665,27.78700066,28.80900002,27.78700066,28.7310009,715000,-0.03483820326716114,12.400846385666666,,1997,5
1997-05-16,12.28617764,27.56100082,28.23500061,27.33399963,28.12100029,572000,-0.008133495325089335,12.448336982666666,,1997,5
1997-05-19,12.28617764,27.56100082,27.56100082,27.56100082,27.56100082,0,0.0,12.478026072333334,,1997,5
1997-05-20,11.97457409,26.86199951,27.37400055,26.86199951,27.13800049,715000,-0.025362123121638325,12.483687432666667,,1997,5
1997-05-21,12.09761143,27.13800049,27.31500053,26.97999954,27.23600006,442000,0.01027488235283025,12.475797176666667,,1997,5
1997-05-22,12.09761143,27.13800049,27.23600006,26.86199951,27.03899956,546000,0.0,12.460016537,,1997,5
1997-05-23,12.57949829,28.21899986,28.25900078,28.10099983,27.13800049,91000,0.03983322350765883,12.473137315333332,,1997,5
1997-05-26,12.89422131,28.92499924,29.02599907,28.21899986,28.21899986,442000,0.025018725925674445,12.494519870000001,,1997,5
1997-05-27,13.03419685,29.23900032,29.24099922,28.71100044,28.71100044,442000,0.010855679969711929,12.511563587666668,,1997,5
1997-05-28,12.51842976,28.08200073,28.63699913,27.82600021,29.53700066,572000,-0.03957030079686119,12.511415069000002,,1997,5
1997-05-29,12.53581524,28.12100029,28.12100029,28.12100029,28.12100029,13000,0.0013887907935188348,12.518131606666666,,1997,5
1997-05-30,12.1849823,27.33399963,27.74699974,27.17700005,27.74699974,468000,-0.02798644789215954,12.518413799,,1997,5
1997-06-02,12.25987911,27.50200081,27.82600021,27.23600006,27.23600006,442000,0.006146649059966203,12.527180958666666,,1997,6
1997-06-03,12.44799328,27.92399979,28.31800079,27.53100014,27.53100014,722800,0.015343884577667888,12.542084853666665,,1997,6
1997-06-04,12.42080402,27.86300087,28.31800079,27.78700066,28.06200027,413400,-0.0021842283642363736,12.552575557,,1997,6
1997-06-05,12.55320263,28.15999985,28.21899986,28.09199905,27.82600021,231400,0.010659423479092878,12.562798914000002,,1997,6
1997-06-06,12.48766899,28.01300049,28.27799988,27.62899971,28.27799988,538200,-0.005220471773743629,12.572294013333332,,1997,6
1997-06-09,12.15868378,27.27499962,28.18000031,26.86199951,28.02300072,712400,-0.02634480544475093,12.572294013333332,,1997,6
1997-06-10,12.03609371,27.0,27.15699959,26.80699921,27.09499931,171600,-0.01008251157922635,12.564403693333334,,1997,6
1997-06-11,12.03609371,27.0,27.15099907,26.88199997,27.11800003,288600,0.0,12.547894987000001,,1997,6
1997-06-12,12.40431118,27.82600021,27.82600021,27.07900047,27.13800049,824200,0.03059277194677157,12.543660196333333,,1997,6
1997-06-13,12.50059509,28.04199982,28.24300003,27.5510006,27.92399979,1146600,0.007762132745850581,12.529751778333331,,1997,6
1997-06-16,12.39138126,27.79700089,28.33699989,27.74699974,28.27599907,470600,-0.008736690470629416,12.499215730666666,,1997,6
1997-06-17,12.21930695,27.4109993,27.9640007,27.1989994,27.62899971,912600,-0.013886612508281382,12.467624664999999,,1997,6
1997-06-18,12.56211758,28.18000031,28.18000031,27.29500008,27.35400009,1661400,0.028054834157349662,12.453805511000002,,1997,6
1997-06-19,12.61872959,28.30699921,28.7859993,28.02300072,28.25900078,1102400,0.004506565842858468,12.441873424,,1997,6
1997-06-20,12.44799328,27.92399979,28.41600037,27.5510006,28.35700035,1071200,-0.013530388204475274,12.424339358666666,,1997,6
1997-06-23,12.32094669,27.63899994,27.78700066,27.33399963,27.72800064,629200,-0.010206190439074558,12.410163403000002,,1997,6
1997-06-24,12.34724903,27.69799995,27.69799995,27.2159996,27.33399963,704600,0.002134766155700296,12.397443803666668,,1997,6
1997-06-25,12.39539242,27.80599976,27.9829998,27.53100014,27.9829998,663000,0.0038991187334949107,12.382822164333332,,1997,6
1997-06-26,12.52199554,28.09000015,28.37700081,27.72800064,27.73800087,1391000,0.010213724238026245,12.387324460666667,,1997,6
1997-06-27,12.50639343,28.05500031,28.59300041,27.9109993,28.21899986,1040000,-0.001245976326230358,12.394664987,,1997,6
1997-06-30,12.46582603,27.9640007,28.61300087,27.80599976,28.19000053,1287000,-0.003243732913654096,12.400653266666666,,1997,6
1997-07-01,12.52288532,28.09199905,28.55400085,27.77599907,28.08200073,1453400,0.004577257043591132,12.418930307666669,,1997,7
1997-07-02,12.66286373,28.40600014,28.48399925,28.10099983,28.11100006,876200,0.011177808182627258,12.437772051,,1997,7
1997-07-03,13.03999138,29.25200081,29.3939991,28.46500015,28.5340004,1742000,0.02978217708420372,12.469184716000001,,1997,7
1997-07-04,12.88619995,28.90699959,29.12400055,28.59300041,29.12400055,728000,-0.011793829115245957,12.479408104666668,,1997,7
1997-07-07,12.94459343,29.03800011,29.24600029,28.92700005,28.90800095,210600,0.004531473997499091,12.481087175333332,,1997,7
1997-07-08,13.14965534,29.49799919,29.59600067,29.16300011,29.59600067,1664000,0.01584151028836156,12.484935791666665,,1997,7
1997-07-09,13.14965534,29.49799919,29.69400024,29.22200012,29.69400024,1008800,0.0,12.505976644333334,,1997,7
1997-07-10,12.93032932,29.00600052,29.47800064,28.71199989,29.39900017,998400,-0.016679221951379386,12.519127113666666,,1997,7
1997-07-11,13.10151386,29.38999939,29.38999939,29.00600052,29.10400009,806000,0.013238993049869308,12.549678165666668,,1997,7
1997-07-14,13.54417133,30.38299942,30.46100044,29.32600021,29.58600044,1242800,0.03378674210706811,12.592487906333334,,1997,7
1997-07-15,13.42113495,30.10700035,30.40699959,30.04800034,30.04999924,494000,-0.009084083256350683,12.624925962,,1997,7
1997-07-16,13.41266537,30.08799934,30.27400017,30.06800079,30.18600082,639600,-0.000631062874455468,12.657988007,,1997,7
1997-07-17,13.28962898,29.81200027,30.44199944,29.7140007,30.36100006,652600,-0.009173149900182698,12.682535552,,1997,7
1997-07-18,12.89511395,28.92700005,29.89100075,28.91799927,29.69400024,410800,-0.0296859325865092,12.696117050666667,,1997,7
1997-07-21,12.7551403,28.61300087,29.00600052,28.36000061,28.90800095,377000,-0.010854781938549718,12.715998934666667,,1997,7
1997-07-22,12.93032932,29.00600052,29.3010006,28.57699966,28.88800049,470600,0.013734777970258794,12.745806788333333,,1997,7
1997-07-23,12.91294765,28.96699905,29.68400002,28.96699905,29.20299911,1029600,-0.001344255785745152,12.775035253,,1997,7
1997-07-24,12.9004631,28.93899918,29.66500092,28.92700005,29.47400093,790400,-0.0009668241782115894,12.791573650333333,,1997,7
1997-07-25,13.12335205,29.43899918,29.59600067,29.10400009,29.3010006,286000,0.01727759292610198,12.812332215666666,,1997,7
1997-07-28,12.88664341,28.90800095,30.2840004,28.87800026,29.49799919,704600,-0.018037208717569975,12.828840954000002,,1997,7
1997-07-29,12.38246536,27.77700043,28.61599922,27.72800064,29.00600052,855400,-0.039124078626150194,12.834279567666666,,1997,7
1997-07-30,12.76360703,28.63199997,28.75,27.62899971,27.62899971,1029600,0.030780758025072297,12.840995882666666,,1997,7
1997-07-31,12.97401524,29.10400009,29.58600044,28.71100044,28.71100044,1333800,0.016485011604121746,12.852838737666668,,1997,7
1997-08-01,12.8077383,28.7310009,29.39900017,28.28700066,29.22200012,1027000,-0.012816151123929087,12.864830238333333,,1997,8
1997-08-04,12.7551403,28.61300087,29.16300011,28.36700058,28.90800095,546000,-0.0041067360034987566,12.879303358666666,,1997,8
1997-08-05,12.81175232,28.73999977,29.20299911,28.66399956,28.80900002,624000,0.00443836905502315,12.894786801666665,,1997,8
1997-08-06,12.62363148,28.31800079,28.98600006,28.23900032,28.81500053,642200,-0.014683459007112654,12.902394770333334,,1997,8
1997-08-07,12.69808006,28.48500061,29.49799919,28.31800079,28.41600037,1601600,0.0058975565088343895,12.908264254333334,,1997,8
1997-08-08,12.56211758,28.18000031,28.57299995,27.83600044,27.83600044,699400,-0.010707325781343369,12.910121726,,1997,8
1997-08-11,12.55320263,28.15999985,28.16799927,27.47400093,27.47400093,262600,-0.0007096693645182173,12.913034279333333,,1997,8
1997-08-12,12.54473305,28.14100075,28.79000092,28.08200073,28.49500084,249600,-0.0006746947571577566,12.913762536999998,,1997,8
1997-08-13,12.20281601,27.37400055,28.09799957,26.84300041,27.59199905,860600,-0.027255824307875542,12.898427612999999,,1997,8
1997-08-14,11.72048187,26.29199982,27.53100014,26.27199936,27.53100014,660400,-0.03952646172856611,12.854443962666666,10.999157209245,1997,8
1997-08-15,11.38748169,25.54500008,26.35099983,25.40699959,26.35099983,834600,-0.02841181648447022,12.804486687333334,11.015593166205,1997,8
1997-08-18,11.40041065,25.5739994,25.93799973,24.58099937,25.17099953,1398800,0.0011353660407071864,12.753013928,11.032202992279998,1997,8
1997-08-19,11.83459854,26.54800034,26.54800034,25.48600006,25.75099945,634400,0.03808528511207632,12.709178701333334,11.050678386524998,1997,8
1997-08-20,11.97056389,26.85300064,27.13800049,26.82299995,26.91200066,166400,0.011488801207784727,12.669875652999998,11.069898247565,1997,8
1997-08-21,12.14129734,27.23600006,27.37400055,27.23600006,27.34399986,189800,0.014262774215893614,12.643574587,11.089840268935,1997,8
1997-08-22,11.79938412,26.46899986,26.84300041,26.46299934,26.84199905,1086800,-0.0281611767198513,12.600170262333332,11.107740616660001,1997,8
1997-08-25,11.78199768,26.43000031,26.43000031,26.35099983,26.35099983,44200,-0.0014735040255642318,12.541431140666667,11.125491623735002,1997,8
1997-08-26,11.3963995,25.56500053,26.32799911,25.07299995,26.32699966,3159000,-0.032727741973210156,12.473939958999999,11.141140785085001,1997,8
1997-08-27,11.52790451,25.86000061,26.52799988,25.21100044,25.22999954,2901600,0.01153917164802798,12.411114597,11.158100542885,1997,8
1997-08-28,11.34379292,25.4470005,26.17399979,25.27000046,26.13500023,2909400,-0.0159709503006632,12.346253395,11.17409962166,1997,8
1997-08-29,11.17707253,25.07299995,25.52499962,25.07299995,25.4470005,364000,-0.01469705866245663,12.288985347666666,11.188944134625,1997,8
1997-09-01,11.26043224,25.26000023,25.36800003,24.88599968,24.89599991,2199600,0.007458098690534376,12.239161745666667,11.202926063435003,1997,9
1997-09-02,11.81453705,26.50300026,26.52799988,25.43700027,25.43700027,2857400,0.04920812968721355,12.201968670000001,11.218996467494998,1997,9
1997-09-03,11.69194984,26.22800064,26.97999954,25.87899971,26.64599991,3957200,-0.010375963906262498,12.161268742999999,11.234830613020002,1997,9
1997-09-04,11.58897686,25.99699974,26.36100006,25.8010006,26.11499977,2082600,-0.00880716915562807,12.117552535,11.248939599875,1997,9
1997-09-05,11.46193218,25.71199989,26.00699997,25.52499962,26.00699997,2046200,-0.010962544971377275,12.062171872666665,11.262357621065,1997,9
1997-09-08,11.67679405,26.19400024,26.19400024,25.54500008,25.56500053,2462200,0.01874569371252388,12.021843560666666,11.276181297165001,1997,9
1997-09-09,11.97457409,26.86199951,27.07900047,25.68300056,26.13699913,6198400,0.025501866242130244,12.008247185,11.288894958364999,1997,9
1997-09-10,11.92642975,26.75399971,27.35400009,26.4489994,27.11800003,5101200,-0.00402054717254674,11.980341275666667,11.301657667034998,1997,9
1997-09-11,11.73786449,26.33099937,26.35099983,26.06599998,26.25300026,3361800,-0.015810704792018848,11.939136250666667,11.314324526639998,1997,9
1997-09-12,11.44008446,25.66300011,26.63599968,25.60400009,26.27199936,4643600,-0.02536918280609668,11.893547789333333,11.32633387552,1997,9
