Date,Adj_Close,Close,High,Low,Open,Volume,Daily_Return,MA30,MA200,Year,Month
1996-11-08,8.100290298,18.17099953,18.20999908,18.17099953,18.20999908,767000,,,,1996,11
1996-11-11,8.078445435,18.12199974,18.20000076,18.08200073,18.19000053,260000,-0.0026968000153517746,,,1996,11
1996-11-12,8.139519691,18.25900078,18.32799911,18.09199905,18.1609993,1066000,0.007560149597024557,,,1996,11
1996-11-13,8.126591682,18.22999954,18.34399986,18.19000053,18.34399986,793000,-0.0015883012131899799,,,1996,11
1996-11-14,8.152893066,18.28899956,18.28899956,18.13199997,18.20499992,351000,0.0032364593951799137,,,1996,11
1996-11-15,8.219314575,18.43799973,18.44000053,18.2689991,18.30800056,624000,0.008146986408664736,,,1996,11
1996-11-18,8.231796265,18.4659996,18.58399963,18.36599922,18.37299919,624000,0.0015185803981714319,,,1996,11
1996-11-19,8.26656723,18.54400063,18.54400063,18.31399918,18.48500061,442000,0.004223982698386086,,,1996,11
1996-11-20,8.13595295,18.25099945,18.60300064,18.24300003,18.48500061,546000,-0.01580030457213133,,,1996,11
1996-11-21,8.143977165,18.2689991,18.30800056,18.19400024,18.30800056,286000,0.0009862661509123516,,,1996,11
1996-11-22,8.208169937,18.41300011,18.41300011,18.18400002,18.22999954,312000,0.00788223870222482,,,1996,11
1996-11-25,8.464046478,18.98699951,18.98699951,18.50499916,18.50499916,1040000,0.031173397110918044,,,1996,11
1996-11-26,8.600456238,19.29299927,19.5720005,19.07500076,19.07500076,2015000,0.016116376529188514,,,1996,11
1996-11-27,8.525120735,19.12400055,19.25200081,19.10499954,19.23200035,455000,-0.008759477510872027,,,1996,11
1996-11-28,8.767179489,19.66699982,19.7140007,19.15399933,19.15500069,923000,0.028393586615873323,,,1996,11
1996-11-29,8.778327942,19.69199944,19.72400093,19.56699944,19.72400093,624000,0.0012716122686877718,,,1996,11
1996-12-02,8.91205883,19.99200058,20.05800056,19.6060009,19.68499947,702000,0.015234209622103867,,,1996,12
1996-12-03,9.43184185,21.15800095,21.15999985,20.23500061,20.23500061,1781000,0.058323562480343316,,,1996,12
1996-12-04,9.373888016,21.02799988,21.12999916,20.56999969,20.84499931,1118000,-0.0061444874629655866,,,1996,12
1996-12-05,9.204492569,20.64800072,21.41500092,20.63899994,20.96299934,1417000,-0.018070991109651158,,,1996,12
1996-12-06,9.038214684,20.27499962,20.62899971,19.38999939,20.15699959,1495000,-0.018064861669833898,,,1996,12
1996-12-09,9.327526093,20.92399979,20.94799995,20.45199966,20.45199966,494000,0.03200979608419319,,,1996,12
1996-12-10,9.388597488,21.06100082,21.22800064,21.04000092,21.06900024,442000,0.006547437593965366,,,1996,12
1996-12-11,9.119792938,20.45800018,20.92399979,20.39299965,20.82500076,611000,-0.028630959027008185,,,1996,12
1996-12-12,9.046684265,20.29400063,20.64800072,20.24500084,20.64800072,403000,-0.008016483871621016,,,1996,12
1996-12-13,8.89779377,19.95999908,20.06399918,19.72400093,20.03899956,663000,-0.016458018279252973,,,1996,12
1996-12-16,9.020384789,20.23500061,20.25300026,19.8029995,19.8029995,286000,0.013777687162555896,,,1996,12
1996-12-17,8.932563782,20.03800011,20.05500031,19.94000053,20.0,481000,-0.009735838221346493,,,1996,12
1996-12-18,8.95039463,20.07799911,20.15699959,19.98999977,20.13699913,312000,0.001996162404787949,,,1996,12
1996-12-19,8.983828545,20.15299988,20.15699959,19.90099907,20.00799942,455000,0.003735468253872831,8.6855570475,,1996,12
1996-12-20,9.161694527,20.55200005,20.80599976,20.25499916,20.25499916,845000,0.019798461325154282,8.720937188466667,,1996,12
1996-12-23,9.238817215,20.72500038,20.74699974,20.64800072,20.64800072,104000,0.008417950169885557,8.7596162478,,1996,12
1996-12-24,9.238817215,20.72500038,20.72500038,20.72500038,20.72500038,0,0.0,8.7962594986,,1996,12
1996-12-25,9.238817215,20.72500038,20.72500038,20.72500038,20.72500038,0,0.0,8.833333683033334,,1996,12
1996-12-26,9.238817215,20.72500038,20.72500038,20.72500038,20.72500038,0,0.0,8.869531154666667,,1996,12
1996-12-27,9.250405312,20.75099945,20.88400078,20.69199944,20.84499931,195000,0.0012542836090734255,8.9039008459,,1996,12
1996-12-30,9.380127907,21.04199982,21.11599922,20.92399979,20.92399979,182000,0.014023449851620962,8.942178567300001,,1996,12
1996-12-31,9.380127907,21.04199982,21.04199982,21.04199982,21.04199982,0,0.0,8.979297256533332,,1996,12
1997-01-01,9.380127907,21.04199982,21.04199982,21.04199982,21.04199982,0,0.0,9.0207697551,,1997,1
1997-01-02,9.22232151,20.68799973,20.92300034,20.53000069,20.66799927,429000,-0.016823480294147708,9.0567145666,,1997,1
1997-01-03,9.25709343,20.76600075,20.84499931,20.60899925,20.84499931,572000,0.0037704085638625706,9.091678683033333,,1997,1
1997-01-06,9.232128143,20.70999908,21.04199982,20.41200066,20.94300079,598000,-0.0026968818224403224,9.1172814052,,1997,1
1997-01-07,9.169717789,20.56999969,20.62100029,20.49099922,20.55999947,624000,-0.006760126487988738,9.136256790233334,,1997,1
1997-01-08,9.301224709,20.86499977,20.94300079,20.54999924,20.64800072,1170000,0.01434143591177417,9.1621269227,,1997,1
1997-01-09,9.344912529,20.96299934,20.96299934,20.66799927,20.80599976,884000,0.0046969965103333955,9.181384690700002,,1997,1
1997-01-10,9.309695244,20.88400078,21.3560009,20.75900078,21.13999939,1586000,-0.003768605098304567,9.1990969341,,1997,1
1997-01-13,9.458584785,21.21800041,21.30699921,21.11100006,21.13999939,650000,0.01599295541880985,9.217314465933333,,1997,1
1997-01-14,9.774643898,21.92700005,21.92700005,21.13400078,21.27799988,1040000,0.03341505311674409,9.228741200866667,,1997,1
1997-01-15,9.590537071,21.51399994,22.12299919,21.43499947,22.11300087,754000,-0.0188351441670086,9.235962836033332,,1997,1
1997-01-16,9.47998333,21.26600075,21.50699997,21.23800087,21.43499947,351000,-0.011527377474437217,9.245145861400001,,1997,1
1997-01-17,9.634225845,21.61199951,21.92700005,21.34600067,21.3560009,1313000,0.016270336099841964,9.2650129001,,1997,1
1997-01-20,9.537935257,21.39599991,21.84799957,21.39599991,21.69099998,897000,-0.009994636782360011,9.2720265389,,1997,1
1997-01-21,9.537935257,21.39599991,21.39599991,21.39599991,21.39599991,0,0.0,9.277004464533332,,1997,1
1997-01-22,9.414898872,21.12000084,21.53300095,20.95299911,21.3560009,429000,-0.012899687582771269,9.286841329,,1997,1
1997-01-23,9.395283699,21.07600021,21.23800087,20.90399933,21.23800087,338000,-0.002083418342212484,9.298461310133332,,1997,1
1997-01-24,9.073877335,20.35499954,20.94300079,20.05800056,20.94300079,806000,-0.03420933037223872,9.3043307623,,1997,1
1997-01-27,9.033758163,20.26499939,20.37299919,20.06500053,20.33399963,598000,-0.004421392368315624,9.304776541433334,,1997,1
1997-01-28,9.117563248,20.45299911,20.61899948,20.14699936,20.29400063,1001000,0.009276879399234383,9.310943190300002,,1997,1
1997-01-29,9.103744507,20.42200089,20.42200089,20.13699913,20.27499962,832000,-0.0015156177834062534,9.316054852866667,,1997,1
1997-01-30,9.244166374,20.73699951,20.9829998,20.53000069,20.5890007,1417000,0.015424627403814783,9.3247327805,,1997,1
1997-01-31,9.196020126,20.62899971,20.7840004,20.54999924,20.68799973,598000,-0.00520828445228072,9.325876967133333,,1997,1
1997-02-03,9.11622715,20.45000076,20.5890007,20.27499962,20.5890007,780000,-0.008676903150135695,9.321790631633332,,1997,2
1997-02-04,9.204492569,20.64800072,20.72699928,20.52400017,20.54999924,936000,0.009682231206799008,9.320646476766665,,1997,2
1997-02-05,9.44120121,21.17900085,21.27400017,20.72299957,20.72299957,1313000,0.025716642088148944,9.327392609933332,,1997,2
1997-02-06,9.44120121,21.17900085,21.17900085,21.17900085,21.17900085,0,0.0,9.3341387431,,1997,2
1997-02-07,9.485332489,21.27799988,21.27799988,21.10099983,21.10099983,312000,0.004674328829392671,9.341969649,,1997,2
1997-02-10,9.599006653,21.53300095,21.63199997,21.04199982,21.15999985,780000,0.01198420446851256,9.3492656072,,1997,2
1997-02-11,9.870932579,22.14299965,22.17200089,21.82799911,21.82799911,871000,0.028328548549866328,9.365625762933332,,1997,2
1997-02-12,9.870932579,22.14299965,22.14299965,22.14299965,22.14299965,0,0.0,9.381985918666665,,1997,2
1997-02-13,10.50662041,23.56900024,23.59799957,23.00799942,23.10700035,1443000,0.06439997699431155,9.424795882000002,,1997,2
1997-02-14,10.41434193,23.36199951,23.97200012,23.26399994,23.89299965,1781000,-0.008782888921367138,9.463370832,,1997,2
1997-02-17,10.46650124,23.47900009,23.59799957,22.90999985,23.20499992,676000,0.005008411510836419,9.5045166019,,1997,2
1997-02-18,10.25564098,23.00600052,23.75499916,22.97299957,23.75499916,1053000,-0.020146203126040874,9.540714041600001,,1997,2
1997-02-19,10.25564098,23.00600052,23.00600052,23.00600052,23.00600052,0,0.0,9.572527917299999,,1997,2
1997-02-20,10.06618595,22.58099937,22.80999947,22.42000008,22.71299934,819000,-0.018473251001031143,9.596570364666666,,1997,2
1997-02-21,9.99352169,22.41799927,22.47699928,22.2310009,22.41799927,728000,-0.007218648687887574,9.619364579533332,,1997,2
1997-02-24,9.906149864,22.22200012,22.32999992,22.18199921,22.26099968,351000,-0.008742846486982536,9.6342834155,,1997,2
1997-02-25,10.06396103,22.57600021,22.77199936,22.29999924,22.29999924,1079000,0.015930625739219106,9.6439273199,,1997,2
1997-02-26,10.06396103,22.57600021,22.61499977,22.22200012,22.61499977,585000,0.0,9.659708118533334,,1997,2
1997-02-27,9.949836731,22.31999969,22.86100006,22.29999924,22.57600021,819000,-0.011339898739651688,9.675369898566665,,1997,2
1997-02-28,9.976138115,22.37899971,22.45800018,22.13299942,22.13299942,390000,0.0026433985512601677,9.686766974233333,,1997,2
1997-03-03,9.923537254,22.26099968,22.41799927,22.22200012,22.2310009,221000,-0.0052726676789799365,9.699620374133334,,1997,3
1997-03-04,10.2480669,22.98900032,23.10700035,22.5359993,22.5359993,1495000,0.032703020877881794,9.723291428900001,,1997,3
1997-03-05,10.47585678,23.5,23.75499916,22.89999962,23.04800034,975000,0.02222759494280835,9.7586566925,,1997,3
1997-03-06,10.56144905,23.69199944,24.06999969,23.31500053,23.79500008,1170000,0.00817043147854113,9.797528870866667,,1997,3
1997-03-07,10.71256828,24.03100014,24.09000015,23.59300041,23.69599915,1144000,0.014308569712789376,9.852151902366666,,1997,3
1997-03-10,10.61583519,23.81399918,24.10899925,23.77499962,23.77499962,754000,-0.009029869165977367,9.904887803266666,,1997,3
1997-03-11,10.93323231,24.52599907,24.77799988,24.04100037,24.04100037,1001000,0.029898459642533126,9.965410105333335,,1997,3
1997-03-12,11.09772205,24.89500046,24.93499947,24.52599907,24.68000031,1391000,0.01504493230694015,10.031876023433334,,1997,3
1997-03-13,11.35226536,25.4659996,25.56500053,25.32900047,25.4659996,1729000,0.02293653678233909,10.102145989633334,,1997,3
1997-03-14,11.1244688,24.95499992,25.38299942,24.38500023,25.27000046,1482000,-0.020066176465769248,10.1664276121,,1997,3
1997-03-17,10.61182117,23.80500031,24.84799957,23.79500008,24.84799957,871000,-0.046082886222845953,10.2162807461,,1997,3
1997-03-18,10.32072926,23.15200043,24.09000015,23.11199951,23.83399963,806000,-0.027430909863325637,10.2534886358,,1997,3
1997-03-19,10.51954651,23.59799957,23.69599915,23.20499992,23.20499992,858000,0.019263876126520918,10.289433479133333,,1997,3
1997-03-20,10.2128458,22.90999985,23.99099922,22.71299934,23.69599915,1469000,-0.02915531669625171,10.315154965466666,,1997,3
1997-03-21,10.3617382,23.24399948,23.45999908,23.16399956,23.20499992,728000,0.01457893352311257,10.344368489166667,,1997,3
1997-03-24,10.44955635,23.44099998,23.52099991,23.26199913,23.5,572000,0.00847523343139489,10.372720145733332,,1997,3
1997-03-25,10.98003674,24.63100052,24.63100052,23.67700005,23.67700005,1755000,0.05076582892440196,10.409690284433333,,1997,3
1997-03-26,11.63310719,26.09600067,26.4489994,24.38500023,24.38500023,3614000,0.059477984041791165,10.468429438133334,,1997,3
1997-03-27,11.74678135,26.35099983,27.13800049,26.35099983,27.13800049,780000,0.009771607717817155,10.509768136133333,,1997,3
1997-03-28,11.74678135,26.35099983,26.35099983,26.35099983,26.35099983,0,0.0,10.554182783466667,,1997,3
1997-03-31,11.74678135,26.35099983,26.35099983,26.35099983,26.35099983,0,0.0,10.596858787133332,,1997,3
1997-04-01,11.13561726,24.97999954,25.76099968,24.68000031,25.76099968,1326000,-0.052028217074117866,10.6261913298,,1997,4
1997-04-02,10.7509079,24.11700058,25.36800003,23.95199966,25.17099953,1261000,-0.034547645722514786,10.642700227133334,,1997,4
1997-04-03,10.64124393,23.87100029,24.32600021,23.7159996,24.32600021,1586000,-0.010200438048585614,10.661868826466666,,1997,4
1997-04-04,10.86145973,24.36499977,25.22100067,24.09000015,24.09000015,2171000,0.02069455426908906,10.690800094466669,,1997,4
1997-04-07,11.39550495,25.56299973,25.56299973,24.97500038,24.97500038,1027000,0.049168825671280114,10.740445263999998,,1997,4
1997-04-08,11.80473328,26.4810009,26.4810009,25.56500053,25.56500053,1560000,0.03591138188220455,10.798471005666666,,1997,4
1997-04-09,12.33431911,27.66900063,27.82600021,26.59700012,26.59700012,2470000,0.044862159731913875,10.874149608333333,,1997,4
